reached,goal_distance,distance_traveled,steps,alpha,gamma
True,5,14,14,0.75,1.0
True,4,15,15,0.75,1.0
True,7,14,14,0.75,1.0
False,4,21,20,0.75,1.0
True,8,27,27,0.75,1.0
True,8,26,26,0.75,1.0
True,10,14,14,0.75,1.0
False,4,21,20,0.75,1.0
True,7,30,30,0.75,1.0
False,5,26,25,0.75,1.0
False,4,21,20,0.75,1.0
True,8,23,23,0.75,1.0
True,5,13,13,0.75,1.0
True,7,18,18,0.75,1.0
True,5,16,16,0.75,1.0
True,4,9,9,0.75,1.0
True,10,13,13,0.75,1.0
True,4,3,3,0.75,1.0
False,5,26,25,0.75,1.0
False,8,41,40,0.75,1.0
False,6,31,30,0.75,1.0
False,5,26,25,0.75,1.0
False,5,26,25,0.75,1.0
False,8,41,40,0.75,1.0
False,7,36,35,0.75,1.0
True,4,12,12,0.75,1.0
False,4,21,20,0.75,1.0
True,7,20,20,0.75,1.0
False,7,36,35,0.75,1.0
False,4,21,20,0.75,1.0
True,6,21,21,0.75,1.0
True,4,2,2,0.75,1.0
True,6,16,16,0.75,1.0
True,5,7,7,0.75,1.0
False,4,21,20,0.75,1.0
False,4,21,20,0.75,1.0
True,4,13,13,0.75,1.0
True,7,14,14,0.75,1.0
False,8,41,40,0.75,1.0
True,8,27,27,0.75,1.0
False,4,21,20,0.75,1.0
False,6,31,30,0.75,1.0
False,6,31,30,0.75,1.0
True,9,12,12,0.75,1.0
True,8,35,35,0.75,1.0
False,10,51,50,0.75,1.0
False,7,36,35,0.75,1.0
False,5,26,25,0.75,1.0
False,7,36,35,0.75,1.0
True,6,12,12,0.75,1.0
False,6,31,30,0.75,1.0
False,9,46,45,0.75,1.0
False,5,26,25,0.75,1.0
True,5,10,10,0.75,1.0
True,5,11,11,0.75,1.0
True,4,8,8,0.75,1.0
True,7,25,25,0.75,1.0
False,5,26,25,0.75,1.0
True,5,11,11,0.75,1.0
False,4,21,20,0.75,1.0
False,6,31,30,0.75,1.0
True,10,24,24,0.75,1.0
False,6,31,30,0.75,1.0
False,5,26,25,0.75,1.0
False,4,21,20,0.75,1.0
False,5,26,25,0.75,1.0
False,5,26,25,0.75,1.0
True,9,12,12,0.75,1.0
False,10,51,50,0.75,1.0
True,6,22,22,0.75,1.0
False,4,21,20,0.75,1.0
True,6,10,10,0.75,1.0
True,4,17,17,0.75,1.0
False,4,21,20,0.75,1.0
True,7,26,26,0.75,1.0
False,4,21,20,1.0,0.0
True,5,7,7,1.0,0.0
False,4,21,20,1.0,0.0
False,8,41,40,1.0,0.0
False,7,36,35,1.0,0.0
False,11,56,55,1.0,0.0
False,6,31,30,1.0,0.0
False,6,31,30,1.0,0.0
False,8,41,40,1.0,0.0
False,7,36,35,1.0,0.0
False,4,21,20,1.0,0.0
False,7,36,35,1.0,0.0
False,7,36,35,1.0,0.0
True,8,1,1,1.0,0.0
False,4,21,20,1.0,0.0
True,4,12,12,1.0,0.0
False,6,31,30,1.0,0.0
True,5,13,13,1.0,0.0
False,5,26,25,1.0,0.0
False,6,31,30,1.0,0.0
True,7,17,17,1.0,0.0
True,7,30,30,1.0,0.0
True,7,10,10,1.0,0.0
False,4,21,20,1.0,0.0
True,8,33,33,1.0,0.0
True,5,8,8,1.0,0.0
True,6,26,26,1.0,0.0
True,5,16,16,1.0,0.0
True,6,12,12,1.0,0.0
True,7,25,25,1.0,0.0
True,9,14,14,1.0,0.0
True,7,16,16,1.0,0.0
True,10,45,45,1.0,0.0
False,4,21,20,1.0,0.0
True,4,7,7,1.0,0.0
True,6,17,17,1.0,0.0
False,5,26,25,1.0,0.0
False,4,21,20,1.0,0.0
True,5,25,25,1.0,0.0
True,7,21,21,1.0,0.0
True,8,30,30,1.0,0.0
True,7,10,10,1.0,0.0
True,6,23,23,1.0,0.0
True,8,17,17,1.0,0.0
True,4,3,3,1.0,0.0
True,4,6,6,1.0,0.0
True,6,7,7,1.0,0.0
False,5,26,25,1.0,0.0
True,5,10,10,1.0,0.0
True,4,9,9,1.0,0.0
True,6,9,9,1.0,0.0
True,7,34,34,1.0,0.0
True,5,8,8,1.0,0.0
True,7,16,16,1.0,0.0
True,4,8,8,1.0,0.0
True,4,15,15,1.0,0.0
True,5,8,8,1.0,0.0
True,11,24,24,1.0,0.0
True,6,10,10,1.0,0.0
True,9,20,20,1.0,0.0
True,4,3,3,1.0,0.0
True,4,17,17,1.0,0.0
True,4,5,5,1.0,0.0
True,7,13,13,1.0,0.0
True,6,16,16,1.0,0.0
True,8,19,19,1.0,0.0
True,4,8,8,1.0,0.0
True,10,15,15,1.0,0.0
True,9,11,11,1.0,0.0
True,4,11,11,1.0,0.0
True,5,8,8,1.0,0.0
True,6,20,20,1.0,0.0
True,4,5,5,1.0,0.0
False,6,31,30,1.0,0.0
True,5,11,11,1.0,0.0
True,8,15,15,1.0,0.0
True,4,10,10,1.0,0.0
True,6,7,7,1.0,0.0
True,5,8,8,1.0,0.0
True,6,9,9,1.0,0.0
True,7,15,15,1.0,0.0
True,8,30,30,1.0,0.0
True,6,8,8,1.0,0.0
True,5,9,9,1.0,0.0
True,7,15,15,1.0,0.0
True,7,9,9,1.0,0.0
True,4,3,3,1.0,0.0
True,5,7,7,1.0,0.0
True,4,10,10,1.0,0.0
False,4,21,20,1.0,0.0
True,5,19,19,1.0,0.0
True,8,21,21,1.0,0.0
True,5,13,13,1.0,0.0
True,5,14,14,1.0,0.0
True,6,20,20,1.0,0.0
True,5,9,9,1.0,0.0
True,9,28,28,1.0,0.0
True,5,12,12,1.0,0.0
True,6,5,5,1.0,0.0
True,9,28,28,1.0,0.0
False,7,36,35,1.0,0.25
False,8,41,40,1.0,0.25
False,7,36,35,1.0,0.25
False,4,21,20,1.0,0.25
False,5,26,25,1.0,0.25
False,5,26,25,1.0,0.25
True,6,20,20,1.0,0.25
False,4,21,20,1.0,0.25
True,8,27,27,1.0,0.25
True,8,29,29,1.0,0.25
False,9,46,45,1.0,0.25
False,5,26,25,1.0,0.25
True,7,28,28,1.0,0.25
False,6,31,30,1.0,0.25
True,6,15,15,1.0,0.25
True,7,22,22,1.0,0.25
True,4,13,13,1.0,0.25
True,4,7,7,1.0,0.25
True,7,19,19,1.0,0.25
True,6,21,21,1.0,0.25
False,6,31,30,1.0,0.25
True,6,1,1,1.0,0.25
True,5,18,18,1.0,0.25
True,4,6,6,1.0,0.25
True,8,16,16,1.0,0.25
True,4,3,3,1.0,0.25
True,4,19,19,1.0,0.25
True,4,8,8,1.0,0.25
True,6,19,19,1.0,0.25
True,9,34,34,1.0,0.25
True,6,17,17,1.0,0.25
True,4,14,14,1.0,0.25
True,4,7,7,1.0,0.25
True,5,12,12,1.0,0.25
True,6,16,16,1.0,0.25
True,6,19,19,1.0,0.25
True,7,18,18,1.0,0.25
True,6,17,17,1.0,0.25
True,9,13,13,1.0,0.25
True,6,9,9,1.0,0.25
True,6,8,8,1.0,0.25
False,4,21,20,1.0,0.25
True,5,13,13,1.0,0.25
False,4,21,20,1.0,0.25
True,7,9,9,1.0,0.25
True,8,25,25,1.0,0.25
True,4,8,8,1.0,0.25
True,9,13,13,1.0,0.25
True,4,12,12,1.0,0.25
True,4,11,11,1.0,0.25
False,6,31,30,1.0,0.25
True,4,5,5,1.0,0.25
True,4,13,13,1.0,0.25
True,4,13,13,1.0,0.25
True,5,10,10,1.0,0.25
True,4,6,6,1.0,0.25
True,7,15,15,1.0,0.25
True,6,16,16,1.0,0.25
True,4,3,3,1.0,0.25
True,5,12,12,1.0,0.25
True,4,6,6,1.0,0.25
True,8,10,10,1.0,0.25
True,8,36,36,1.0,0.25
True,9,26,26,1.0,0.25
True,5,13,13,1.0,0.25
True,4,17,17,1.0,0.25
True,4,12,12,1.0,0.25
True,5,18,18,1.0,0.25
True,9,16,16,1.0,0.25
True,7,16,16,1.0,0.25
True,7,15,15,1.0,0.25
True,7,35,35,1.0,0.25
True,9,16,16,1.0,0.25
True,4,12,12,1.0,0.25
True,4,4,4,1.0,0.25
True,5,10,10,1.0,0.25
True,5,15,15,1.0,0.25
True,6,12,12,1.0,0.25
True,7,6,6,1.0,0.25
True,6,21,21,1.0,0.25
True,8,15,15,1.0,0.25
True,6,25,25,1.0,0.25
True,8,16,16,1.0,0.25
False,4,21,20,1.0,0.25
True,6,15,15,1.0,0.25
True,4,16,16,1.0,0.25
True,4,6,6,1.0,0.25
True,9,12,12,1.0,0.25
True,4,8,8,1.0,0.25
True,8,20,20,1.0,0.25
True,6,5,5,1.0,0.25
True,7,15,15,1.0,0.25
True,5,9,9,1.0,0.25
True,6,15,15,1.0,0.25
True,7,10,10,1.0,0.25
True,5,11,11,1.0,0.25
True,5,10,10,1.0,0.25
True,6,15,15,1.0,0.25
True,9,41,41,1.0,0.25
True,4,8,8,1.0,0.25
False,4,21,20,1.0,0.5
True,5,8,8,1.0,0.5
True,5,8,8,1.0,0.5
False,4,21,20,1.0,0.5
False,5,26,25,1.0,0.5
False,5,26,25,1.0,0.5
False,5,26,25,1.0,0.5
True,5,20,20,1.0,0.5
True,4,17,17,1.0,0.5
False,7,36,35,1.0,0.5
False,5,26,25,1.0,0.5
False,4,21,20,1.0,0.5
True,7,17,17,1.0,0.5
True,5,24,24,1.0,0.5
False,5,26,25,1.0,0.5
True,4,7,7,1.0,0.5
True,8,37,37,1.0,0.5
False,5,26,25,1.0,0.5
False,6,31,30,1.0,0.5
True,6,14,14,1.0,0.5
False,6,31,30,1.0,0.5
True,4,15,15,1.0,0.5
False,6,31,30,1.0,0.5
False,6,31,30,1.0,0.5
False,6,31,30,1.0,0.5
False,7,36,35,1.0,0.5
False,8,41,40,1.0,0.5
True,4,8,8,1.0,0.5
True,6,10,10,1.0,0.5
True,4,11,11,1.0,0.5
False,7,36,35,1.0,0.5
True,9,12,12,1.0,0.5
True,5,7,7,1.0,0.5
True,4,7,7,1.0,0.5
True,5,15,15,1.0,0.5
True,5,14,14,1.0,0.5
True,4,8,8,1.0,0.5
True,5,23,23,1.0,0.5
True,8,19,19,1.0,0.5
False,6,31,30,1.0,0.5
True,5,8,8,1.0,0.5
True,4,12,12,1.0,0.5
True,6,16,16,1.0,0.5
True,5,12,12,1.0,0.5
True,5,15,15,1.0,0.5
False,10,51,50,1.0,0.5
True,8,9,9,1.0,0.5
True,7,11,11,1.0,0.5
True,5,13,13,1.0,0.5
True,6,29,29,1.0,0.5
True,5,9,9,1.0,0.5
True,5,11,11,1.0,0.5
False,6,31,30,1.0,0.5
True,5,5,5,1.0,0.5
True,6,14,14,1.0,0.5
True,4,2,2,1.0,0.5
True,8,27,27,1.0,0.5
True,9,30,30,1.0,0.5
True,7,14,14,1.0,0.5
True,4,6,6,1.0,0.5
True,7,16,16,1.0,0.5
True,5,9,9,1.0,0.5
True,6,22,22,1.0,0.5
False,6,31,30,1.0,0.5
True,5,16,16,1.0,0.5
True,5,23,23,1.0,0.5
True,5,11,11,1.0,0.5
True,9,45,45,1.0,0.5
True,4,3,3,1.0,0.5
True,5,11,11,1.0,0.5
True,4,9,9,1.0,0.5
True,5,15,15,1.0,0.5
True,7,17,17,1.0,0.5
True,4,10,10,1.0,0.5
True,7,16,16,1.0,0.5
True,6,16,16,1.0,0.5
True,8,36,36,1.0,0.5
True,6,7,7,1.0,0.5
True,6,11,11,1.0,0.5
True,8,15,15,1.0,0.5
True,5,15,15,1.0,0.5
True,7,20,20,1.0,0.5
True,4,8,8,1.0,0.5
True,5,8,8,1.0,0.5
True,4,3,3,1.0,0.5
True,6,17,17,1.0,0.5
True,4,11,11,1.0,0.5
True,8,10,10,1.0,0.5
True,5,9,9,1.0,0.5
True,8,16,16,1.0,0.5
True,4,3,3,1.0,0.5
True,6,21,21,1.0,0.5
True,6,8,8,1.0,0.5
True,6,1,1,1.0,0.5
True,8,14,14,1.0,0.5
True,5,8,8,1.0,0.5
True,7,21,21,1.0,0.5
False,6,31,30,1.0,0.5
True,9,31,31,1.0,0.5
True,6,18,18,1.0,0.5
False,6,31,30,1.0,0.75
False,4,21,20,1.0,0.75
False,4,21,20,1.0,0.75
True,7,27,27,1.0,0.75
False,6,31,30,1.0,0.75
False,5,26,25,1.0,0.75
False,4,21,20,1.0,0.75
False,7,36,35,1.0,0.75
False,9,46,45,1.0,0.75
True,8,12,12,1.0,0.75
False,6,31,30,1.0,0.75
False,5,26,25,1.0,0.75
False,5,26,25,1.0,0.75
True,5,10,10,1.0,0.75
False,6,31,30,1.0,0.75
True,4,17,17,1.0,0.75
False,7,36,35,1.0,0.75
True,4,12,12,1.0,0.75
False,4,21,20,1.0,0.75
True,5,16,16,1.0,0.75
True,7,24,24,1.0,0.75
False,7,36,35,1.0,0.75
False,7,36,35,1.0,0.75
False,4,21,20,1.0,0.75
False,5,26,25,1.0,0.75
True,8,36,36,1.0,0.75
True,8,15,15,1.0,0.75
False,6,31,30,1.0,0.75
True,4,5,5,1.0,0.75
True,10,41,41,1.0,0.75
False,6,31,30,1.0,0.75
True,5,12,12,1.0,0.75
True,7,20,20,1.0,0.75
False,8,41,40,1.0,0.75
True,9,13,13,1.0,0.75
True,5,24,24,1.0,0.75
True,7,16,16,1.0,0.75
True,5,24,24,1.0,0.75
True,6,14,14,1.0,0.75
True,7,6,6,1.0,0.75
False,5,26,25,1.0,0.75
True,5,18,18,1.0,0.75
True,5,10,10,1.0,0.75
True,4,9,9,1.0,0.75
True,4,18,18,1.0,0.75
False,6,31,30,1.0,0.75
False,6,31,30,1.0,0.75
True,6,16,16,1.0,0.75
False,9,46,45,1.0,0.75
True,6,23,23,1.0,0.75
True,10,27,27,1.0,0.75
True,5,7,7,1.0,0.75
True,6,18,18,1.0,0.75
True,4,10,10,1.0,0.75
True,6,13,13,1.0,0.75
True,7,18,18,1.0,0.75
True,4,16,16,1.0,0.75
True,7,15,15,1.0,0.75
False,6,31,30,1.0,0.75
True,9,19,19,1.0,0.75
False,4,21,20,1.0,0.75
True,5,19,19,1.0,0.75
True,4,12,12,1.0,0.75
False,4,21,20,1.0,0.75
True,5,13,13,1.0,0.75
True,5,20,20,1.0,0.75
True,7,25,25,1.0,0.75
True,7,13,13,1.0,0.75
True,5,20,20,1.0,0.75
True,6,21,21,1.0,0.75
True,9,16,16,1.0,0.75
True,5,22,22,1.0,0.75
True,5,19,19,1.0,0.75
True,4,8,8,1.0,0.75
True,5,19,19,1.0,0.75
False,6,31,30,1.0,0.75
True,5,4,4,1.0,0.75
True,4,4,4,1.0,0.75
True,6,3,3,1.0,0.75
True,5,6,6,1.0,0.75
True,6,10,10,1.0,0.75
True,4,5,5,1.0,0.75
False,4,21,20,1.0,0.75
True,4,9,9,1.0,0.75
True,6,16,16,1.0,0.75
False,8,41,40,1.0,0.75
True,6,1,1,1.0,0.75
True,4,8,8,1.0,0.75
True,5,15,15,1.0,0.75
True,4,7,7,1.0,0.75
True,5,10,10,1.0,0.75
True,4,10,10,1.0,0.75
True,6,12,12,1.0,0.75
True,6,7,7,1.0,0.75
True,7,16,16,1.0,0.75
True,11,13,13,1.0,0.75
False,5,26,25,1.0,0.75
False,10,51,50,1.0,0.75
True,5,9,9,1.0,0.75
True,6,5,5,1.0,0.75
True,4,10,10,1.0,1.0
False,9,46,45,1.0,1.0
False,8,41,40,1.0,1.0
False,4,21,20,1.0,1.0
True,5,11,11,1.0,1.0
True,6,14,14,1.0,1.0
False,6,31,30,1.0,1.0
False,4,21,20,1.0,1.0
False,7,36,35,1.0,1.0
False,6,31,30,1.0,1.0
False,7,36,35,1.0,1.0
False,4,21,20,1.0,1.0
True,7,3,3,1.0,1.0
False,4,21,20,1.0,1.0
False,8,41,40,1.0,1.0
False,6,31,30,1.0,1.0
False,6,31,30,1.0,1.0
False,5,26,25,1.0,1.0
True,8,40,40,1.0,1.0
False,5,26,25,1.0,1.0
False,4,21,20,1.0,1.0
True,11,27,27,1.0,1.0
True,8,24,24,1.0,1.0
True,10,17,17,1.0,1.0
True,6,29,29,1.0,1.0
False,8,41,40,1.0,1.0
False,8,41,40,1.0,1.0
False,6,31,30,1.0,1.0
False,8,41,40,1.0,1.0
False,6,31,30,1.0,1.0
False,10,51,50,1.0,1.0
False,7,36,35,1.0,1.0
True,8,30,30,1.0,1.0
True,4,20,20,1.0,1.0
True,9,28,28,1.0,1.0
True,7,35,35,1.0,1.0
False,4,21,20,1.0,1.0
True,6,10,10,1.0,1.0
True,6,9,9,1.0,1.0
False,9,46,45,1.0,1.0
False,4,21,20,1.0,1.0
False,6,31,30,1.0,1.0
True,4,13,13,1.0,1.0
False,8,41,40,1.0,1.0
False,7,36,35,1.0,1.0
False,8,41,40,1.0,1.0
False,8,41,40,1.0,1.0
False,5,26,25,1.0,1.0
False,4,21,20,1.0,1.0
False,4,21,20,1.0,1.0
False,4,21,20,1.0,1.0
False,8,41,40,1.0,1.0
False,5,26,25,1.0,1.0
False,8,41,40,1.0,1.0
False,5,26,25,1.0,1.0
False,6,31,30,1.0,1.0
True,10,11,11,1.0,1.0
False,4,21,20,1.0,1.0
False,8,41,40,1.0,1.0
True,4,16,16,1.0,1.0
True,5,7,7,1.0,1.0
False,8,41,40,1.0,1.0
False,4,21,20,1.0,1.0
False,10,51,50,1.0,1.0
False,6,31,30,1.0,1.0
False,4,21,20,1.0,1.0
True,8,31,31,1.0,1.0
False,7,36,35,1.0,1.0
True,6,20,20,1.0,1.0
True,4,4,4,1.0,1.0
False,6,31,30,1.0,1.0
True,5,16,16,1.0,1.0
False,6,31,30,1.0,1.0
True,8,32,32,1.0,1.0
True,6,13,13,1.0,1.0
True,10,37,37,1.0,1.0
True,8,5,5,1.0,1.0
False,7,36,35,1.0,1.0
True,6,5,5,1.0,1.0
False,9,46,45,1.0,1.0
False,4,21,20,1.0,1.0
True,6,16,16,1.0,1.0
True,6,20,20,1.0,1.0
True,6,14,14,1.0,1.0
True,8,17,17,1.0,1.0
True,4,5,5,1.0,1.0
False,5,26,25,1.0,1.0
False,8,41,40,1.0,1.0
False,5,26,25,1.0,1.0
True,5,5,5,1.0,1.0
False,7,36,35,1.0,1.0
True,4,15,15,1.0,1.0
False,10,51,50,1.0,1.0
False,8,41,40,1.0,1.0
False,5,26,25,1.0,1.0
False,4,21,20,1.0,1.0
True,4,14,14,1.0,1.0
True,5,19,19,1.0,1.0
False,6,31,30,1.0,1.0
True,4,5,5,1.0,1.0
